,あ,い,う,え,お,か,き,く,け,こ,さ,し,す,せ,そ,た,ち,つ,て,と,な,に,ぬ,ね,の,は,ひ,ふ,へ,ほ,ま,み,む,め,も,や,ゆ,よ,ら,り,る,れ,ろ,わ,ゔ,が,ぎ,ぐ,げ,ご,ざ,じ,ず,ぜ,ぞ,だ,ぢ,づ,で,ど,ば,び,ぶ,べ,ぼ,ぱ,ぴ,ぷ,ぺ,ぽ
ぬ,0.5,1.0,,4.0,0.0,0.1111111111111111,2.0,inf,inf,0.25,,0.6666666666666666,,,inf,inf,5.0,inf,inf,inf,inf,1.0,1.0,,2.0,0.0,1.0,0.0,,,1.0,7.0,,inf,,0.0,inf,0.0,4.0,inf,inf,inf,,inf,,inf,0.0,inf,,,0.0,inf,,,,0.0,,,inf,inf,inf,inf,,inf,inf,0.0,,,,inf
ね,0.0625,1.6842105263157894,4.583333333333333,0.0,0.11764705882352941,0.13636363636363635,1.5384615384615385,0.6363636363636364,inf,0.7142857142857143,0.4,1.5333333333333334,0.2222222222222222,1.0,0.0,0.8571428571428571,0.7222222222222222,1.125,0.0,1.0909090909090908,0.75,0.25,,1.0,0.75,0.10526315789473684,0.0,0.2,,0.0,1.1111111111111112,0.4,0.5714285714285714,0.75,0.0,0.3333333333333333,1.25,1.0,1.5,6.8,inf,inf,10.0,0.5,,4.0,1.4,3.0,inf,0.2,1.6666666666666667,2.0,,3.0,0.0,3.0,,,0.0,6.0,2.0,2.0,inf,0.0,inf,0.0,3.0,inf,,1.0
の,0.19230769230769232,1.1111111111111112,4.454545454545454,1.0,0.17142857142857143,0.4117647058823529,1.25,1.1764705882352942,3.6666666666666665,0.7142857142857143,0.0,1.1428571428571428,0.375,0.16666666666666666,0.16666666666666666,0.17142857142857143,5.8,0.7368421052631579,1.0,2.3333333333333335,0.08695652173913043,0.1111111111111111,0.5,1.3333333333333333,1.0,0.11538461538461539,0.11764705882352941,0.16666666666666666,0.3333333333333333,0.07142857142857142,0.4666666666666667,0.9090909090909091,0.5555555555555556,0.8,0.09090909090909091,1.0,0.0,0.3333333333333333,inf,10.666666666666666,11.0,inf,3.5,0.125,,0.0,7.0,1.0,2.0,0.25,,0.8571428571428571,inf,inf,0.0,0.0,,0.0,0.3333333333333333,1.5,1.0,9.0,2.0,1.0,0.5,,0.0,inf,inf,0.5
は,1.0,24.375,71.75,9.333333333333334,3.0,3.375,2.4237288135593222,5.035714285714286,inf,2.4615384615384617,1.2,5.0588235294117645,11.5,2.75,1.75,5.857142857142857,12.0,82.0,5.0,3.6,1.4285714285714286,3.5,inf,9.5,8.666666666666666,1.0,0.25,4.5,1.0,3.0,6.25,11.833333333333334,3.6666666666666665,36.0,0.4230769230769231,inf,5.5,6.0,inf,18.142857142857142,39.0,inf,12.0,inf,,4.333333333333333,26.0,inf,3.5,9.0,inf,6.8,inf,inf,0.0,3.0,inf,0.0,4.0,2.75,11.0,inf,inf,inf,inf,inf,inf,8.0,0.0,inf
ひ,1.0,22.8,56.0,8.0,9.0,3.4,10.88888888888889,25.0,8.25,2.6363636363636362,1.1666666666666667,5.722222222222222,8.0,1.0,inf,2.6,72.0,59.0,11.5,2.8333333333333335,5.666666666666667,9.0,1.0,inf,8.5,4.0,1.0,4.0,inf,0.25,6.4,20.5,0.6666666666666666,inf,2.75,22.0,4.333333333333333,7.0,inf,16.714285714285715,21.0,inf,19.0,inf,,3.3333333333333335,3.8333333333333335,inf,inf,3.6666666666666665,4.0,4.5,inf,0.5,inf,1.6,,,inf,2.25,inf,inf,3.0,inf,1.0,,inf,inf,,inf
ふ,6.333333333333333,24.0,118.5,6.333333333333333,2.0,1.8823529411764706,8.363636363636363,112.0,23.0,2.125,2.1666666666666665,2.391304347826087,3.125,0.6,0.42857142857142855,4.333333333333333,28.333333333333332,65.0,6.0,5.916666666666667,6.0,2.5,inf,5.0,6.0,0.2222222222222222,0.25,1.0,inf,0.3333333333333333,5.333333333333333,inf,19.0,6.5,1.0,13.0,2.0,6.666666666666667,4.0,12.5,7.75,3.25,5.333333333333333,3.0,,1.0,3.3333333333333335,19.0,inf,1.0,2.0,3.769230769230769,7.5,0.0,0.0,2.0,inf,,inf,5.5,2.5,6.0,6.0,,1.0,0.16666666666666666,2.0,2.0,,
へ,0.75,17.25,19.25,,2.0,4.0,8.0,35.0,1.0,inf,inf,12.0,0.5,0.0,2.3333333333333335,5.0,5.5,inf,inf,2.6666666666666665,1.0,inf,,,3.0,1.0,0.0,0.0,1.0,,inf,2.0,inf,inf,,4.0,4.0,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,,,inf,,,,4.0,inf,inf,,,1.0,inf,inf,inf,,
ほ,0.0,124.0,inf,inf,4.0,14.0,19.333333333333332,42.5,4.333333333333333,2.25,2.75,3.1818181818181817,8.5,0.0,1.6666666666666667,2.3333333333333335,5.333333333333333,43.0,inf,4.0,inf,2.3333333333333335,,inf,14.0,0.3333333333333333,4.0,3.0,,1.0,2.3333333333333335,4.0,inf,inf,inf,18.0,7.0,9.0,inf,15.333333333333334,inf,inf,inf,3.0,,inf,6.0,inf,8.0,3.6666666666666665,2.0,7.666666666666667,inf,,0.5,1.3333333333333333,,,inf,inf,inf,11.0,inf,,inf,inf,,5.0,inf,inf
ま,0.18032786885245902,3.8846153846153846,7.5,3.6666666666666665,0.22535211267605634,0.9512195121951219,2.6153846153846154,2.24,3.375,1.380952380952381,0.7837837837837838,0.927536231884058,1.5333333333333334,0.6363636363636364,0.4,0.9166666666666666,3.52,1.75,0.7727272727272727,2.217391304347826,0.8235294117647058,0.3333333333333333,1.0,0.9,2.142857142857143,0.16,0.15625,0.1875,0.0,0.42857142857142855,1.0,1.3076923076923077,3.2,3.3333333333333335,2.3333333333333335,1.4545454545454546,2.0,1.2222222222222223,4.0,13.5,inf,2.8,14.0,1.4,,1.0,1.2,1.8333333333333333,4.0,0.6,0.8,2.5384615384615383,inf,0.3333333333333333,0.0,0.4444444444444444,0.0,1.0,1.1666666666666667,2.7058823529411766,4.666666666666667,4.333333333333333,1.1666666666666667,1.0,0.6,0.25,0.0,0.2,0.0,3.0
み,0.04285714285714286,1.9154929577464788,4.456140350877193,1.2222222222222223,0.4927536231884058,0.4177215189873418,3.372093023255814,1.9444444444444444,2.8181818181818183,1.275,0.32075471698113206,1.3232323232323233,0.9230769230769231,0.5833333333333334,0.9,0.5777777777777777,4.964285714285714,1.0555555555555556,0.8571428571428571,1.7777777777777777,0.43902439024390244,0.4583333333333333,0.14285714285714285,2.5,1.1,0.08450704225352113,0.04878048780487805,0.0,0.5,0.25,0.7647058823529411,1.0,0.5625,3.6666666666666665,0.39285714285714285,1.2075471698113207,0.4583333333333333,1.032258064516129,30.0,17.666666666666668,inf,4.0,6.666666666666667,0.95,,1.3333333333333333,2.6666666666666665,2.25,3.6666666666666665,0.8333333333333334,0.5,4.7,7.333333333333333,0.0,inf,0.5714285714285714,,0.0,2.0,1.2,1.6666666666666667,1.0,8.5,5.0,0.2,0.0,0.0,0.5,,
む,0.0,5.375,12.8,0.3076923076923077,0.08333333333333333,0.2,1.8888888888888888,2.9,1.1111111111111112,0.47368421052631576,0.2222222222222222,0.8125,0.15789473684210525,0.07692307692307693,0.0,1.0,3.6666666666666665,5.0,0.6,1.0,0.375,0.6,,1.75,1.8,0.2727272727272727,1.5,0.05263157894736842,0.0,0.0,0.3125,1.7777777777777777,1.0,2.0,0.6666666666666666,5.5,0.6666666666666666,1.0,1.7777777777777777,1.5384615384615385,0.8,1.0,0.875,1.0,,0.3333333333333333,1.3333333333333333,0.0,2.0,1.0,0.0,0.5294117647058824,3.0,0.5,,0.375,,,1.5,0.3333333333333333,0.3333333333333333,2.0,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
め,0.1111111111111111,1.8620689655172413,2.5454545454545454,0.5714285714285714,0.021739130434782608,0.26666666666666666,1.2173913043478262,2.3846153846153846,0.7142857142857143,0.2692307692307692,0.0,0.9230769230769231,1.1111111111111112,0.5,0.1111111111111111,1.5,0.6,1.3888888888888888,0.5,0.6875,0.2,0.2222222222222222,0.0,1.3333333333333333,1.25,0.027777777777777776,0.0,0.15384615384615385,0.0,0.0,0.3,0.2727272727272727,0.5,1.0,0.09090909090909091,0.5789473684210527,0.7692307692307693,1.0,4.0,8.25,inf,1.5,2.0,0.07692307692307693,,0.5714285714285714,3.5,0.3333333333333333,0.5,0.3333333333333333,0.0,1.4285714285714286,5.0,1.0,,0.2,,0.0,0.5714285714285714,3.2,2.0,0.8,3.0,1.0,2.0,,inf,inf,,1.0
も,0.2857142857142857,4.117647058823529,10.0,inf,0.875,1.75,6.5,4.181818181818182,inf,1.4375,0.8181818181818182,3.230769230769231,1.5,1.6666666666666667,1.0,6.5,25.0,6.0,inf,3.5,0.5454545454545454,1.5,,inf,11.0,2.3636363636363638,0.36363636363636365,1.0,,0.0,0.42857142857142855,2.5454545454545454,1.5,11.0,1.0,0.7222222222222222,1.5,1.4,13.0,54.0,30.0,12.0,inf,0.2,,3.0,3.0,7.0,inf,1.5,inf,1.7777777777777777,11.0,0.0,,1.0,,,6.0,0.6,inf,inf,5.0,,,inf,1.0,2.0,inf,
